"","date","revenue","lag1","lag2","lag3","lag4","lag5","lag6","lag1month","lag2month","lag3month","lag12month","lag1year"
"4506",2012-05-02,223603,289632,245956,1441766,2523826,1333418,445174,43430826,94873340,65145855,270008920,2418190356
"4507",2012-05-03,212909,223603,289632,245956,1441766,2523826,1333418,43430826,94873340,65145855,270008920,2418190356
"4508",2012-05-04,81314537,212909,223603,289632,245956,1441766,2523826,43430826,94873340,65145855,270008920,2418190356
"4509",2012-05-05,70395539,81314537,212909,223603,289632,245956,1441766,43430826,94873340,65145855,270008920,2418190356
"4510",2012-05-06,57642556,70395539,81314537,212909,223603,289632,245956,43430826,94873340,65145855,270008920,2418190356
"4511",2012-05-07,19000182,57642556,70395539,81314537,212909,223603,289632,43430826,94873340,65145855,270008920,2418190356
"4512",2012-05-08,17808155,19000182,57642556,70395539,81314537,212909,223603,43430826,94873340,65145855,270008920,2418190356
"4513",2012-05-09,13719299,17808155,19000182,57642556,70395539,81314537,212909,43430826,94873340,65145855,270008920,2418190356
"4514",2012-05-10,12489733,13719299,17808155,19000182,57642556,70395539,81314537,43430826,94873340,65145855,270008920,2418190356
"4515",2012-05-11,39205739,12489733,13719299,17808155,19000182,57642556,70395539,43430826,94873340,65145855,270008920,2418190356
"4516",2012-05-12,54273407,39205739,12489733,13719299,17808155,19000182,57642556,43430826,94873340,65145855,270008920,2418190356
"4517",2012-05-13,40478528,54273407,39205739,12489733,13719299,17808155,19000182,43430826,94873340,65145855,270008920,2418190356
"4518",2012-05-14,10310736,40478528,54273407,39205739,12489733,13719299,17808155,43430826,94873340,65145855,270008920,2418190356
"4519",2012-05-15,11174257,10310736,40478528,54273407,39205739,12489733,13719299,43430826,94873340,65145855,270008920,2418190356
"4520",2012-05-16,8246101,11174257,10310736,40478528,54273407,39205739,12489733,43430826,94873340,65145855,270008920,2418190356
"4521",2012-05-17,7964078,8246101,11174257,10310736,40478528,54273407,39205739,43430826,94873340,65145855,270008920,2418190356
"4522",2012-05-18,19191216,7964078,8246101,11174257,10310736,40478528,54273407,43430826,94873340,65145855,270008920,2418190356
"4523",2012-05-19,29131079,19191216,7964078,8246101,11174257,10310736,40478528,43430826,94873340,65145855,270008920,2418190356
"4524",2012-05-20,20405712,29131079,19191216,7964078,8246101,11174257,10310736,43430826,94873340,65145855,270008920,2418190356
"4525",2012-05-21,6985957,20405712,29131079,19191216,7964078,8246101,11174257,43430826,94873340,65145855,270008920,2418190356
"4526",2012-05-22,6267525,6985957,20405712,29131079,19191216,7964078,8246101,43430826,94873340,65145855,270008920,2418190356
"4527",2012-05-23,5062328,6267525,6985957,20405712,29131079,19191216,7964078,43430826,94873340,65145855,270008920,2418190356
"4528",2012-05-24,5643589,5062328,6267525,6985957,20405712,29131079,19191216,43430826,94873340,65145855,270008920,2418190356
"4529",2012-05-25,11826429,5643589,5062328,6267525,6985957,20405712,29131079,43430826,94873340,65145855,270008920,2418190356
"4530",2012-05-26,17044978,11826429,5643589,5062328,6267525,6985957,20405712,43430826,94873340,65145855,270008920,2418190356
"4531",2012-05-27,15674946,17044978,11826429,5643589,5062328,6267525,6985957,43430826,94873340,65145855,270008920,2418190356
"4532",2012-05-28,12561267,15674946,17044978,11826429,5643589,5062328,6267525,43430826,94873340,65145855,270008920,2418190356
"4533",2012-05-29,4062836,12561267,15674946,17044978,11826429,5643589,5062328,43430826,94873340,65145855,270008920,2418190356
"4534",2012-05-30,3177998,4062836,12561267,15674946,17044978,11826429,5643589,43430826,94873340,65145855,270008920,2418190356
"4535",2012-05-31,3473404,3177998,4062836,12561267,15674946,17044978,11826429,43430826,94873340,65145855,270008920,2418190356
"4536",2012-06-01,6789964,3473404,3177998,4062836,12561267,15674946,17044978,605258255,43430826,94873340,125394549,2418190356
"4537",2012-06-02,10797905,6789964,3473404,3177998,4062836,12561267,15674946,605258255,43430826,94873340,125394549,2418190356
"4538",2012-06-03,6873208,10797905,6789964,3473404,3177998,4062836,12561267,605258255,43430826,94873340,125394549,2418190356
"4539",2012-06-04,2479319,6873208,10797905,6789964,3473404,3177998,4062836,605258255,43430826,94873340,125394549,2418190356
"4540",2012-06-05,2711077,2479319,6873208,10797905,6789964,3473404,3177998,605258255,43430826,94873340,125394549,2418190356
"4541",2012-06-06,2294309,2711077,2479319,6873208,10797905,6789964,3473404,605258255,43430826,94873340,125394549,2418190356
"4542",2012-06-07,2435353,2294309,2711077,2479319,6873208,10797905,6789964,605258255,43430826,94873340,125394549,2418190356
"4543",2012-06-08,3850514,2435353,2294309,2711077,2479319,6873208,10797905,605258255,43430826,94873340,125394549,2418190356
"4544",2012-06-09,5239077,3850514,2435353,2294309,2711077,2479319,6873208,605258255,43430826,94873340,125394549,2418190356
"4545",2012-06-10,3826158,5239077,3850514,2435353,2294309,2711077,2479319,605258255,43430826,94873340,125394549,2418190356
"4546",2012-06-11,1593702,3826158,5239077,3850514,2435353,2294309,2711077,605258255,43430826,94873340,125394549,2418190356
"4547",2012-06-12,1784401,1593702,3826158,5239077,3850514,2435353,2294309,605258255,43430826,94873340,125394549,2418190356
"4548",2012-06-13,1559730,1784401,1593702,3826158,5239077,3850514,2435353,605258255,43430826,94873340,125394549,2418190356
"4549",2012-06-14,1512798,1559730,1784401,1593702,3826158,5239077,3850514,605258255,43430826,94873340,125394549,2418190356
"4550",2012-06-15,2458412,1512798,1559730,1784401,1593702,3826158,5239077,605258255,43430826,94873340,125394549,2418190356
"4551",2012-06-16,3626688,2458412,1512798,1559730,1784401,1593702,3826158,605258255,43430826,94873340,125394549,2418190356
"4552",2012-06-17,3648058,3626688,2458412,1512798,1559730,1784401,1593702,605258255,43430826,94873340,125394549,2418190356
"4553",2012-06-18,1235006,3648058,3626688,2458412,1512798,1559730,1784401,605258255,43430826,94873340,125394549,2418190356
"4554",2012-06-19,1281659,1235006,3648058,3626688,2458412,1512798,1559730,605258255,43430826,94873340,125394549,2418190356
"4555",2012-06-20,1207893,1281659,1235006,3648058,3626688,2458412,1512798,605258255,43430826,94873340,125394549,2418190356
"4556",2012-06-21,1165705,1207893,1281659,1235006,3648058,3626688,2458412,605258255,43430826,94873340,125394549,2418190356
"4557",2012-06-22,2328919,1165705,1207893,1281659,1235006,3648058,3626688,605258255,43430826,94873340,125394549,2418190356
"4558",2012-06-23,3194875,2328919,1165705,1207893,1281659,1235006,3648058,605258255,43430826,94873340,125394549,2418190356
"4559",2012-06-24,2028318,3194875,2328919,1165705,1207893,1281659,1235006,605258255,43430826,94873340,125394549,2418190356
"4560",2012-06-25,1014575,2028318,3194875,2328919,1165705,1207893,1281659,605258255,43430826,94873340,125394549,2418190356
"4561",2012-06-26,1047057,1014575,2028318,3194875,2328919,1165705,1207893,605258255,43430826,94873340,125394549,2418190356
"4562",2012-06-27,888849,1047057,1014575,2028318,3194875,2328919,1165705,605258255,43430826,94873340,125394549,2418190356
"4563",2012-06-28,921272,888849,1047057,1014575,2028318,3194875,2328919,605258255,43430826,94873340,125394549,2418190356
"4564",2012-06-29,1444446,921272,888849,1047057,1014575,2028318,3194875,605258255,43430826,94873340,125394549,2418190356
"4565",2012-06-30,2000830,1444446,921272,888849,1047057,1014575,2028318,605258255,43430826,94873340,125394549,2418190356
"4566",2012-07-01,1442368,2000830,1444446,921272,888849,1047057,1014575,83240077,605258255,43430826,240189885,2418190356
"4567",2012-07-02,1638849,1442368,2000830,1444446,921272,888849,1047057,83240077,605258255,43430826,240189885,2418190356
"4568",2012-07-03,35644864,1638849,1442368,2000830,1444446,921272,888849,83240077,605258255,43430826,240189885,2418190356
"4569",2012-07-04,24142644,35644864,1638849,1442368,2000830,1444446,921272,83240077,605258255,43430826,240189885,2418190356
"4570",2012-07-05,16374170,24142644,35644864,1638849,1442368,2000830,1444446,83240077,605258255,43430826,240189885,2418190356
"4571",2012-07-06,21275004,16374170,24142644,35644864,1638849,1442368,2000830,83240077,605258255,43430826,240189885,2418190356
"4572",2012-07-07,24715976,21275004,16374170,24142644,35644864,1638849,1442368,83240077,605258255,43430826,240189885,2418190356
"4573",2012-07-08,18537882,24715976,21275004,16374170,24142644,35644864,1638849,83240077,605258255,43430826,240189885,2418190356
"4574",2012-07-09,7864830,18537882,24715976,21275004,16374170,24142644,35644864,83240077,605258255,43430826,240189885,2418190356
"4575",2012-07-10,9000288,7864830,18537882,24715976,21275004,16374170,24142644,83240077,605258255,43430826,240189885,2418190356
"4576",2012-07-11,6828801,9000288,7864830,18537882,24715976,21275004,16374170,83240077,605258255,43430826,240189885,2418190356
"4577",2012-07-12,6504543,6828801,9000288,7864830,18537882,24715976,21275004,83240077,605258255,43430826,240189885,2418190356
"4578",2012-07-13,10701586,6504543,6828801,9000288,7864830,18537882,24715976,83240077,605258255,43430826,240189885,2418190356
"4579",2012-07-14,14606264,10701586,6504543,6828801,9000288,7864830,18537882,83240077,605258255,43430826,240189885,2418190356
"4580",2012-07-15,11051530,14606264,10701586,6504543,6828801,9000288,7864830,83240077,605258255,43430826,240189885,2418190356
"4581",2012-07-16,4588312,11051530,14606264,10701586,6504543,6828801,9000288,83240077,605258255,43430826,240189885,2418190356
"4582",2012-07-17,5711071,4588312,11051530,14606264,10701586,6504543,6828801,83240077,605258255,43430826,240189885,2418190356
"4583",2012-07-18,4268574,5711071,4588312,11051530,14606264,10701586,6504543,83240077,605258255,43430826,240189885,2418190356
"4584",2012-07-19,3630331,4268574,5711071,4588312,11051530,14606264,10701586,83240077,605258255,43430826,240189885,2418190356
"4585",2012-07-20,4060924,3630331,4268574,5711071,4588312,11051530,14606264,83240077,605258255,43430826,240189885,2418190356
"4586",2012-07-21,5080489,4060924,3630331,4268574,5711071,4588312,11051530,83240077,605258255,43430826,240189885,2418190356
"4587",2012-07-22,3629368,5080489,4060924,3630331,4268574,5711071,4588312,83240077,605258255,43430826,240189885,2418190356
"4588",2012-07-23,1757473,3629368,5080489,4060924,3630331,4268574,5711071,83240077,605258255,43430826,240189885,2418190356
"4589",2012-07-24,2303270,1757473,3629368,5080489,4060924,3630331,4268574,83240077,605258255,43430826,240189885,2418190356
"4590",2012-07-25,1700720,2303270,1757473,3629368,5080489,4060924,3630331,83240077,605258255,43430826,240189885,2418190356
"4591",2012-07-26,1789338,1700720,2303270,1757473,3629368,5080489,4060924,83240077,605258255,43430826,240189885,2418190356
"4592",2012-07-27,2000224,1789338,1700720,2303270,1757473,3629368,5080489,83240077,605258255,43430826,240189885,2418190356
"4593",2012-07-28,2911761,2000224,1789338,1700720,2303270,1757473,3629368,83240077,605258255,43430826,240189885,2418190356
"4594",2012-07-29,2120608,2911761,2000224,1789338,1700720,2303270,1757473,83240077,605258255,43430826,240189885,2418190356
"4595",2012-07-30,1049027,2120608,2911761,2000224,1789338,1700720,2303270,83240077,605258255,43430826,240189885,2418190356
"4596",2012-07-31,1376973,1049027,2120608,2911761,2000224,1789338,1700720,83240077,605258255,43430826,240189885,2418190356
"4597",2012-08-01,1094470,1376973,1049027,2120608,2911761,2000224,1789338,258308062,83240077,605258255,223635254,2418190356
"4598",2012-08-02,1065058,1094470,1376973,1049027,2120608,2911761,2000224,258308062,83240077,605258255,223635254,2418190356
"4599",2012-08-03,1286537,1065058,1094470,1376973,1049027,2120608,2911761,258308062,83240077,605258255,223635254,2418190356
"4600",2012-08-04,1800149,1286537,1065058,1094470,1376973,1049027,2120608,258308062,83240077,605258255,223635254,2418190356
"4601",2012-08-05,1451561,1800149,1286537,1065058,1094470,1376973,1049027,258308062,83240077,605258255,223635254,2418190356
"4602",2012-08-06,706635,1451561,1800149,1286537,1065058,1094470,1376973,258308062,83240077,605258255,223635254,2418190356
"4603",2012-08-07,786260,706635,1451561,1800149,1286537,1065058,1094470,258308062,83240077,605258255,223635254,2418190356
"4604",2012-08-08,601529,786260,706635,1451561,1800149,1286537,1065058,258308062,83240077,605258255,223635254,2418190356
"4605",2012-08-09,596115,601529,786260,706635,1451561,1800149,1286537,258308062,83240077,605258255,223635254,2418190356
"4606",2012-08-10,643335,596115,601529,786260,706635,1451561,1800149,258308062,83240077,605258255,223635254,2418190356
"4607",2012-08-11,897958,643335,596115,601529,786260,706635,1451561,258308062,83240077,605258255,223635254,2418190356
"4608",2012-08-12,622250,897958,643335,596115,601529,786260,706635,258308062,83240077,605258255,223635254,2418190356
"4609",2012-08-13,302967,622250,897958,643335,596115,601529,786260,258308062,83240077,605258255,223635254,2418190356
"4610",2012-08-14,404574,302967,622250,897958,643335,596115,601529,258308062,83240077,605258255,223635254,2418190356
"4611",2012-08-15,270529,404574,302967,622250,897958,643335,596115,258308062,83240077,605258255,223635254,2418190356
"4612",2012-08-16,266319,270529,404574,302967,622250,897958,643335,258308062,83240077,605258255,223635254,2418190356
"4613",2012-08-17,229730,266319,270529,404574,302967,622250,897958,258308062,83240077,605258255,223635254,2418190356
"4614",2012-08-18,314816,229730,266319,270529,404574,302967,622250,258308062,83240077,605258255,223635254,2418190356
"4615",2012-08-19,215866,314816,229730,266319,270529,404574,302967,258308062,83240077,605258255,223635254,2418190356
"4616",2012-08-20,104900,215866,314816,229730,266319,270529,404574,258308062,83240077,605258255,223635254,2418190356
"4617",2012-08-21,139615,104900,215866,314816,229730,266319,270529,258308062,83240077,605258255,223635254,2418190356
"4618",2012-08-22,100709,139615,104900,215866,314816,229730,266319,258308062,83240077,605258255,223635254,2418190356
"4619",2012-08-23,98967,100709,139615,104900,215866,314816,229730,258308062,83240077,605258255,223635254,2418190356
"4620",2012-08-24,148338,98967,100709,139615,104900,215866,314816,258308062,83240077,605258255,223635254,2418190356
"4621",2012-08-25,214003,148338,98967,100709,139615,104900,215866,258308062,83240077,605258255,223635254,2418190356
"4622",2012-08-26,134231,214003,148338,98967,100709,139615,104900,258308062,83240077,605258255,223635254,2418190356
"4623",2012-08-27,70774,134231,214003,148338,98967,100709,139615,258308062,83240077,605258255,223635254,2418190356
"4624",2012-08-28,77125,70774,134231,214003,148338,98967,100709,258308062,83240077,605258255,223635254,2418190356
"4625",2012-08-29,50380,77125,70774,134231,214003,148338,98967,258308062,83240077,605258255,223635254,2418190356
"4626",2012-08-30,58428,50380,77125,70774,134231,214003,148338,258308062,83240077,605258255,223635254,2418190356
"4627",2012-08-31,6678371,58428,50380,77125,70774,134231,214003,258308062,83240077,605258255,223635254,2418190356
"4628",2012-09-01,7367640,6678371,58428,50380,77125,70774,134231,21432499,258308062,83240077,62842638,2418190356
"4629",2012-09-02,6525423,7367640,6678371,58428,50380,77125,70774,21432499,258308062,83240077,62842638,2418190356
"4630",2012-09-03,4196818,6525423,7367640,6678371,58428,50380,77125,21432499,258308062,83240077,62842638,2418190356
"4631",2012-09-04,1405162,4196818,6525423,7367640,6678371,58428,50380,21432499,258308062,83240077,62842638,2418190356
"4632",2012-09-05,926150,1405162,4196818,6525423,7367640,6678371,58428,21432499,258308062,83240077,62842638,2418190356
"4633",2012-09-06,945247,926150,1405162,4196818,6525423,7367640,6678371,21432499,258308062,83240077,62842638,2418190356
