"","date","revenue","lag1","lag2","lag3","lag4","lag5","lag6","lag1month","lag2month","lag3month","lag12month","lag1year"
"1779",2004-11-13,60099816,40819057,22921036,11809853,7446684,7874184,35852800,542260595,364371967,715364213,889349807,8183134620
"1780",2004-11-14,36528001,60099816,40819057,22921036,11809853,7446684,7874184,542260595,364371967,715364213,889349807,8183134620
"1781",2004-11-15,7284495,36528001,60099816,40819057,22921036,11809853,7446684,542260595,364371967,715364213,889349807,8183134620
"1782",2004-11-16,7460924,7284495,36528001,60099816,40819057,22921036,11809853,542260595,364371967,715364213,889349807,8183134620
"1783",2004-11-17,6820801,7460924,7284495,36528001,60099816,40819057,22921036,542260595,364371967,715364213,889349807,8183134620
"1784",2004-11-18,6873718,6820801,7460924,7284495,36528001,60099816,40819057,542260595,364371967,715364213,889349807,8183134620
"1785",2004-11-19,42366671,6873718,6820801,7460924,7284495,36528001,60099816,542260595,364371967,715364213,889349807,8183134620
"1786",2004-11-20,64142901,42366671,6873718,6820801,7460924,7284495,36528001,542260595,364371967,715364213,889349807,8183134620
"1787",2004-11-21,39657806,64142901,42366671,6873718,6820801,7460924,7284495,542260595,364371967,715364213,889349807,8183134620
"1788",2004-11-22,10583824,39657806,64142901,42366671,6873718,6820801,7460924,542260595,364371967,715364213,889349807,8183134620
"1789",2004-11-23,13024507,10583824,39657806,64142901,42366671,6873718,6820801,542260595,364371967,715364213,889349807,8183134620
"1790",2004-11-24,28941791,13024507,10583824,39657806,64142901,42366671,6873718,542260595,364371967,715364213,889349807,8183134620
"1791",2004-11-25,34267882,28941791,13024507,10583824,39657806,64142901,42366671,542260595,364371967,715364213,889349807,8183134620
"1792",2004-11-26,63258130,34267882,28941791,13024507,10583824,39657806,64142901,542260595,364371967,715364213,889349807,8183134620
"1793",2004-11-27,61089801,63258130,34267882,28941791,13024507,10583824,39657806,542260595,364371967,715364213,889349807,8183134620
"1794",2004-11-28,32380579,61089801,63258130,34267882,28941791,13024507,10583824,542260595,364371967,715364213,889349807,8183134620
"1795",2004-11-29,7121648,32380579,61089801,63258130,34267882,28941791,13024507,542260595,364371967,715364213,889349807,8183134620
"1796",2004-11-30,6803011,7121648,32380579,61089801,63258130,34267882,28941791,542260595,364371967,715364213,889349807,8183134620
"1797",2004-12-01,6320223,6803011,7121648,32380579,61089801,63258130,34267882,782316723,542260595,364371967,869903222,8183134620
"1798",2004-12-02,6444711,6320223,6803011,7121648,32380579,61089801,63258130,782316723,542260595,364371967,869903222,8183134620
"1799",2004-12-03,24129742,6444711,6320223,6803011,7121648,32380579,61089801,782316723,542260595,364371967,869903222,8183134620
"1800",2004-12-04,36994791,24129742,6444711,6320223,6803011,7121648,32380579,782316723,542260595,364371967,869903222,8183134620
"1801",2004-12-05,22240952,36994791,24129742,6444711,6320223,6803011,7121648,782316723,542260595,364371967,869903222,8183134620
"1802",2004-12-06,5315960,22240952,36994791,24129742,6444711,6320223,6803011,782316723,542260595,364371967,869903222,8183134620
"1803",2004-12-07,5767999,5315960,22240952,36994791,24129742,6444711,6320223,782316723,542260595,364371967,869903222,8183134620
"1804",2004-12-08,10648490,5767999,5315960,22240952,36994791,24129742,6444711,782316723,542260595,364371967,869903222,8183134620
"1805",2004-12-09,7924435,10648490,5767999,5315960,22240952,36994791,24129742,782316723,542260595,364371967,869903222,8183134620
"1806",2004-12-10,33561821,7924435,10648490,5767999,5315960,22240952,36994791,782316723,542260595,364371967,869903222,8183134620
"1807",2004-12-11,44656673,33561821,7924435,10648490,5767999,5315960,22240952,782316723,542260595,364371967,869903222,8183134620
"1808",2004-12-12,25975404,44656673,33561821,7924435,10648490,5767999,5315960,782316723,542260595,364371967,869903222,8183134620
"1809",2004-12-13,8008744,25975404,44656673,33561821,7924435,10648490,5767999,782316723,542260595,364371967,869903222,8183134620
"1810",2004-12-14,8440908,8008744,25975404,44656673,33561821,7924435,10648490,782316723,542260595,364371967,869903222,8183134620
"1811",2004-12-15,8063710,8440908,8008744,25975404,44656673,33561821,7924435,782316723,542260595,364371967,869903222,8183134620
"1812",2004-12-16,8474104,8063710,8440908,8008744,25975404,44656673,33561821,782316723,542260595,364371967,869903222,8183134620
"1813",2004-12-17,33048199,8474104,8063710,8440908,8008744,25975404,44656673,782316723,542260595,364371967,869903222,8183134620
"1814",2004-12-18,41845900,33048199,8474104,8063710,8440908,8008744,25975404,782316723,542260595,364371967,869903222,8183134620
"1815",2004-12-19,30642245,41845900,33048199,8474104,8063710,8440908,8008744,782316723,542260595,364371967,869903222,8183134620
"1816",2004-12-20,17093871,30642245,41845900,33048199,8474104,8063710,8440908,782316723,542260595,364371967,869903222,8183134620
"1817",2004-12-21,18124010,17093871,30642245,41845900,33048199,8474104,8063710,782316723,542260595,364371967,869903222,8183134620
"1818",2004-12-22,28227862,18124010,17093871,30642245,41845900,33048199,8474104,782316723,542260595,364371967,869903222,8183134620
"1819",2004-12-23,31354858,28227862,18124010,17093871,30642245,41845900,33048199,782316723,542260595,364371967,869903222,8183134620
"1820",2004-12-24,20771506,31354858,28227862,18124010,17093871,30642245,41845900,782316723,542260595,364371967,869903222,8183134620
"1821",2004-12-25,52268160,20771506,31354858,28227862,18124010,17093871,30642245,782316723,542260595,364371967,869903222,8183134620
"1822",2004-12-26,54525270,52268160,20771506,31354858,28227862,18124010,17093871,782316723,542260595,364371967,869903222,8183134620
"1823",2004-12-27,41213195,54525270,52268160,20771506,31354858,28227862,18124010,782316723,542260595,364371967,869903222,8183134620
"1824",2004-12-28,39611007,41213195,54525270,52268160,20771506,31354858,28227862,782316723,542260595,364371967,869903222,8183134620
"1825",2004-12-29,37760016,39611007,41213195,54525270,52268160,20771506,31354858,782316723,542260595,364371967,869903222,8183134620
"1826",2004-12-30,40897844,37760016,39611007,41213195,54525270,52268160,20771506,782316723,542260595,364371967,869903222,8183134620
"1827",2004-12-31,42518159,40897844,37760016,39611007,41213195,54525270,52268160,782316723,542260595,364371967,869903222,8183134620
"1828",2005-01-01,58198096,42518159,40897844,37760016,39611007,41213195,54525270,792870769,782316723,542260595,708110160,8603841548
"1829",2005-01-02,38790012,58198096,42518159,40897844,37760016,39611007,41213195,792870769,782316723,542260595,708110160,8603841548
"1830",2005-01-03,14297341,38790012,58198096,42518159,40897844,37760016,39611007,792870769,782316723,542260595,708110160,8603841548
"1831",2005-01-04,9706389,14297341,38790012,58198096,42518159,40897844,37760016,792870769,782316723,542260595,708110160,8603841548
"1832",2005-01-05,8495672,9706389,14297341,38790012,58198096,42518159,40897844,792870769,782316723,542260595,708110160,8603841548
"1833",2005-01-06,8963739,8495672,9706389,14297341,38790012,58198096,42518159,792870769,782316723,542260595,708110160,8603841548
"1834",2005-01-07,34118054,8963739,8495672,9706389,14297341,38790012,58198096,792870769,782316723,542260595,708110160,8603841548
"1835",2005-01-08,50477300,34118054,8963739,8495672,9706389,14297341,38790012,792870769,782316723,542260595,708110160,8603841548
"1836",2005-01-09,27863012,50477300,34118054,8963739,8495672,9706389,14297341,792870769,782316723,542260595,708110160,8603841548
"1837",2005-01-10,7421739,27863012,50477300,34118054,8963739,8495672,9706389,792870769,782316723,542260595,708110160,8603841548
"1838",2005-01-11,7960392,7421739,27863012,50477300,34118054,8963739,8495672,792870769,782316723,542260595,708110160,8603841548
"1839",2005-01-12,7126323,7960392,7421739,27863012,50477300,34118054,8963739,792870769,782316723,542260595,708110160,8603841548
"1840",2005-01-13,7425241,7126323,7960392,7421739,27863012,50477300,34118054,792870769,782316723,542260595,708110160,8603841548
"1841",2005-01-14,39694716,7425241,7126323,7960392,7421739,27863012,50477300,792870769,782316723,542260595,708110160,8603841548
"1842",2005-01-15,55553968,39694716,7425241,7126323,7960392,7421739,27863012,792870769,782316723,542260595,708110160,8603841548
"1843",2005-01-16,40187710,55553968,39694716,7425241,7126323,7960392,7421739,792870769,782316723,542260595,708110160,8603841548
"1844",2005-01-17,29594489,40187710,55553968,39694716,7425241,7126323,7960392,792870769,782316723,542260595,708110160,8603841548
"1845",2005-01-18,7767176,29594489,40187710,55553968,39694716,7425241,7126323,792870769,782316723,542260595,708110160,8603841548
"1846",2005-01-19,7114451,7767176,29594489,40187710,55553968,39694716,7425241,792870769,782316723,542260595,708110160,8603841548
"1847",2005-01-20,7761458,7114451,7767176,29594489,40187710,55553968,39694716,792870769,782316723,542260595,708110160,8603841548
"1848",2005-01-21,30339260,7761458,7114451,7767176,29594489,40187710,55553968,792870769,782316723,542260595,708110160,8603841548
"1849",2005-01-22,40173794,30339260,7761458,7114451,7767176,29594489,40187710,792870769,782316723,542260595,708110160,8603841548
"1850",2005-01-23,23736974,40173794,30339260,7761458,7114451,7767176,29594489,792870769,782316723,542260595,708110160,8603841548
"1851",2005-01-24,7310326,23736974,40173794,30339260,7761458,7114451,7767176,792870769,782316723,542260595,708110160,8603841548
"1852",2005-01-25,7181037,7310326,23736974,40173794,30339260,7761458,7114451,792870769,782316723,542260595,708110160,8603841548
"1853",2005-01-26,7121603,7181037,7310326,23736974,40173794,30339260,7761458,792870769,782316723,542260595,708110160,8603841548
"1854",2005-01-27,7473329,7121603,7181037,7310326,23736974,40173794,30339260,792870769,782316723,542260595,708110160,8603841548
"1855",2005-01-28,33909338,7473329,7121603,7181037,7310326,23736974,40173794,792870769,782316723,542260595,708110160,8603841548
"1856",2005-01-29,52587444,33909338,7473329,7121603,7181037,7310326,23736974,792870769,782316723,542260595,708110160,8603841548
"1857",2005-01-30,32650013,52587444,33909338,7473329,7121603,7181037,7310326,792870769,782316723,542260595,708110160,8603841548
"1858",2005-01-31,7559696,32650013,52587444,33909338,7473329,7121603,7181037,792870769,782316723,542260595,708110160,8603841548
"1859",2005-02-01,7567551,7559696,32650013,52587444,33909338,7473329,7121603,718560092,792870769,782316723,624970843,8603841548
"1860",2005-02-02,7195936,7567551,7559696,32650013,52587444,33909338,7473329,718560092,792870769,782316723,624970843,8603841548
"1861",2005-02-03,7136854,7195936,7567551,7559696,32650013,52587444,33909338,718560092,792870769,782316723,624970843,8603841548
"1862",2005-02-04,33277639,7136854,7195936,7567551,7559696,32650013,52587444,718560092,792870769,782316723,624970843,8603841548
"1863",2005-02-05,48831451,33277639,7136854,7195936,7567551,7559696,32650013,718560092,792870769,782316723,624970843,8603841548
"1864",2005-02-06,17615866,48831451,33277639,7136854,7195936,7567551,7559696,718560092,792870769,782316723,624970843,8603841548
"1865",2005-02-07,6508120,17615866,48831451,33277639,7136854,7195936,7567551,718560092,792870769,782316723,624970843,8603841548
"1866",2005-02-08,6184719,6508120,17615866,48831451,33277639,7136854,7195936,718560092,792870769,782316723,624970843,8603841548
"1867",2005-02-09,5549390,6184719,6508120,17615866,48831451,33277639,7136854,718560092,792870769,782316723,624970843,8603841548
"1868",2005-02-10,6107730,5549390,6184719,6508120,17615866,48831451,33277639,718560092,792870769,782316723,624970843,8603841548
"1869",2005-02-11,32829539,6107730,5549390,6184719,6508120,17615866,48831451,718560092,792870769,782316723,624970843,8603841548
"1870",2005-02-12,51787536,32829539,6107730,5549390,6184719,6508120,17615866,718560092,792870769,782316723,624970843,8603841548
"1871",2005-02-13,29652994,51787536,32829539,6107730,5549390,6184719,6508120,718560092,792870769,782316723,624970843,8603841548
"1872",2005-02-14,16237713,29652994,51787536,32829539,6107730,5549390,6184719,718560092,792870769,782316723,624970843,8603841548
"1873",2005-02-15,6879898,16237713,29652994,51787536,32829539,6107730,5549390,718560092,792870769,782316723,624970843,8603841548
"1874",2005-02-16,6286028,6879898,16237713,29652994,51787536,32829539,6107730,718560092,792870769,782316723,624970843,8603841548
"1875",2005-02-17,7099015,6286028,6879898,16237713,29652994,51787536,32829539,718560092,792870769,782316723,624970843,8603841548
"1876",2005-02-18,37206806,7099015,6286028,6879898,16237713,29652994,51787536,718560092,792870769,782316723,624970843,8603841548
"1877",2005-02-19,53387429,37206806,7099015,6286028,6879898,16237713,29652994,718560092,792870769,782316723,624970843,8603841548
"1878",2005-02-20,37558558,53387429,37206806,7099015,6286028,6879898,16237713,718560092,792870769,782316723,624970843,8603841548
"1879",2005-02-21,24107472,37558558,53387429,37206806,7099015,6286028,6879898,718560092,792870769,782316723,624970843,8603841548
"1880",2005-02-22,9171244,24107472,37558558,53387429,37206806,7099015,6286028,718560092,792870769,782316723,624970843,8603841548
"1881",2005-02-23,8352926,9171244,24107472,37558558,53387429,37206806,7099015,718560092,792870769,782316723,624970843,8603841548
"1882",2005-02-24,8162492,8352926,9171244,24107472,37558558,53387429,37206806,718560092,792870769,782316723,624970843,8603841548
"1883",2005-02-25,36110670,8162492,8352926,9171244,24107472,37558558,53387429,718560092,792870769,782316723,624970843,8603841548
"1884",2005-02-26,52584668,36110670,8162492,8352926,9171244,24107472,37558558,718560092,792870769,782316723,624970843,8603841548
"1885",2005-02-27,28988596,52584668,36110670,8162492,8352926,9171244,24107472,718560092,792870769,782316723,624970843,8603841548
"1886",2005-02-28,6778068,28988596,52584668,36110670,8162492,8352926,9171244,718560092,792870769,782316723,624970843,8603841548
"1887",2005-03-01,7279387,6778068,28988596,52584668,36110670,8162492,8352926,599156908,718560092,792870769,677646974,8603841548
"1888",2005-03-02,6585560,7279387,6778068,28988596,52584668,36110670,8162492,599156908,718560092,792870769,677646974,8603841548
"1889",2005-03-03,7100420,6585560,7279387,6778068,28988596,52584668,36110670,599156908,718560092,792870769,677646974,8603841548
"1890",2005-03-04,35478412,7100420,6585560,7279387,6778068,28988596,52584668,599156908,718560092,792870769,677646974,8603841548
"1891",2005-03-05,53532027,35478412,7100420,6585560,7279387,6778068,28988596,599156908,718560092,792870769,677646974,8603841548
"1892",2005-03-06,30231341,53532027,35478412,7100420,6585560,7279387,6778068,599156908,718560092,792870769,677646974,8603841548
"1893",2005-03-07,7033830,30231341,53532027,35478412,7100420,6585560,7279387,599156908,718560092,792870769,677646974,8603841548
"1894",2005-03-08,6641521,7033830,30231341,53532027,35478412,7100420,6585560,599156908,718560092,792870769,677646974,8603841548
"1895",2005-03-09,6791331,6641521,7033830,30231341,53532027,35478412,7100420,599156908,718560092,792870769,677646974,8603841548
"1896",2005-03-10,6547031,6791331,6641521,7033830,30231341,53532027,35478412,599156908,718560092,792870769,677646974,8603841548
"1897",2005-03-11,34263959,6547031,6791331,6641521,7033830,30231341,53532027,599156908,718560092,792870769,677646974,8603841548
"1898",2005-03-12,52330969,34263959,6547031,6791331,6641521,7033830,30231341,599156908,718560092,792870769,677646974,8603841548
"1899",2005-03-13,33014068,52330969,34263959,6547031,6791331,6641521,7033830,599156908,718560092,792870769,677646974,8603841548
"1900",2005-03-14,9318091,33014068,52330969,34263959,6547031,6791331,6641521,599156908,718560092,792870769,677646974,8603841548
"1901",2005-03-15,9463940,9318091,33014068,52330969,34263959,6547031,6791331,599156908,718560092,792870769,677646974,8603841548
"1902",2005-03-16,8784975,9463940,9318091,33014068,52330969,34263959,6547031,599156908,718560092,792870769,677646974,8603841548
"1903",2005-03-17,8464685,8784975,9463940,9318091,33014068,52330969,34263959,599156908,718560092,792870769,677646974,8603841548
"1904",2005-03-18,37735150,8464685,8784975,9463940,9318091,33014068,52330969,599156908,718560092,792870769,677646974,8603841548
"1905",2005-03-19,49091028,37735150,8464685,8784975,9463940,9318091,33014068,599156908,718560092,792870769,677646974,8603841548
"1906",2005-03-20,29824952,49091028,37735150,8464685,8784975,9463940,9318091,599156908,718560092,792870769,677646974,8603841548
"1907",2005-03-21,9912117,29824952,49091028,37735150,8464685,8784975,9463940,599156908,718560092,792870769,677646974,8603841548
"1908",2005-03-22,10285575,9912117,29824952,49091028,37735150,8464685,8784975,599156908,718560092,792870769,677646974,8603841548
"1909",2005-03-23,10382792,10285575,9912117,29824952,49091028,37735150,8464685,599156908,718560092,792870769,677646974,8603841548
"1910",2005-03-24,14938036,10382792,10285575,9912117,29824952,49091028,37735150,599156908,718560092,792870769,677646974,8603841548
"1911",2005-03-25,36612787,14938036,10382792,10285575,9912117,29824952,49091028,599156908,718560092,792870769,677646974,8603841548
"1912",2005-03-26,37693744,36612787,14938036,10382792,10285575,9912117,29824952,599156908,718560092,792870769,677646974,8603841548
"1913",2005-03-27,23499735,37693744,36612787,14938036,10382792,10285575,9912117,599156908,718560092,792870769,677646974,8603841548
"1914",2005-03-28,14530486,23499735,37693744,36612787,14938036,10382792,10285575,599156908,718560092,792870769,677646974,8603841548
"1915",2005-03-29,10050106,14530486,23499735,37693744,36612787,14938036,10382792,599156908,718560092,792870769,677646974,8603841548
"1916",2005-03-30,10695728,10050106,14530486,23499735,37693744,36612787,14938036,599156908,718560092,792870769,677646974,8603841548
"1917",2005-03-31,11378339,10695728,10050106,14530486,23499735,37693744,36612787,599156908,718560092,792870769,677646974,8603841548
"1918",2005-04-01,36423348,11378339,10695728,10050106,14530486,23499735,37693744,629492122,599156908,718560092,618944827,8603841548
"1919",2005-04-02,42571579,36423348,11378339,10695728,10050106,14530486,23499735,629492122,599156908,718560092,618944827,8603841548
"1920",2005-04-03,24654625,42571579,36423348,11378339,10695728,10050106,14530486,629492122,599156908,718560092,618944827,8603841548
"1921",2005-04-04,6260346,24654625,42571579,36423348,11378339,10695728,10050106,629492122,599156908,718560092,618944827,8603841548
"1922",2005-04-05,6514435,6260346,24654625,42571579,36423348,11378339,10695728,629492122,599156908,718560092,618944827,8603841548
"1923",2005-04-06,6146253,6514435,6260346,24654625,42571579,36423348,11378339,629492122,599156908,718560092,618944827,8603841548
"1924",2005-04-07,6841408,6146253,6514435,6260346,24654625,42571579,36423348,629492122,599156908,718560092,618944827,8603841548
"1925",2005-04-08,27666219,6841408,6146253,6514435,6260346,24654625,42571579,629492122,599156908,718560092,618944827,8603841548
"1926",2005-04-09,36666227,27666219,6841408,6146253,6514435,6260346,24654625,629492122,599156908,718560092,618944827,8603841548
"1927",2005-04-10,19731434,36666227,27666219,6841408,6146253,6514435,6260346,629492122,599156908,718560092,618944827,8603841548
"1928",2005-04-11,5733087,19731434,36666227,27666219,6841408,6146253,6514435,629492122,599156908,718560092,618944827,8603841548
"1929",2005-04-12,5781064,5733087,19731434,36666227,27666219,6841408,6146253,629492122,599156908,718560092,618944827,8603841548
"1930",2005-04-13,5201483,5781064,5733087,19731434,36666227,27666219,6841408,629492122,599156908,718560092,618944827,8603841548
"1931",2005-04-14,5151526,5201483,5781064,5733087,19731434,36666227,27666219,629492122,599156908,718560092,618944827,8603841548
"1932",2005-04-15,26004581,5151526,5201483,5781064,5733087,19731434,36666227,629492122,599156908,718560092,618944827,8603841548
"1933",2005-04-16,34146399,26004581,5151526,5201483,5781064,5733087,19731434,629492122,599156908,718560092,618944827,8603841548
"1934",2005-04-17,19253039,34146399,26004581,5151526,5201483,5781064,5733087,629492122,599156908,718560092,618944827,8603841548
"1935",2005-04-18,5560573,19253039,34146399,26004581,5151526,5201483,5781064,629492122,599156908,718560092,618944827,8603841548
"1936",2005-04-19,5291597,5560573,19253039,34146399,26004581,5151526,5201483,629492122,599156908,718560092,618944827,8603841548
"1937",2005-04-20,5248315,5291597,5560573,19253039,34146399,26004581,5151526,629492122,599156908,718560092,618944827,8603841548
"1938",2005-04-21,5580727,5248315,5291597,5560573,19253039,34146399,26004581,629492122,599156908,718560092,618944827,8603841548
"1939",2005-04-22,25025759,5580727,5248315,5291597,5560573,19253039,34146399,629492122,599156908,718560092,618944827,8603841548
"1940",2005-04-23,35426626,25025759,5580727,5248315,5291597,5560573,19253039,629492122,599156908,718560092,618944827,8603841548
"1941",2005-04-24,20708060,35426626,25025759,5580727,5248315,5291597,5560573,629492122,599156908,718560092,618944827,8603841548
"1942",2005-04-25,5587244,20708060,35426626,25025759,5580727,5248315,5291597,629492122,599156908,718560092,618944827,8603841548
"1943",2005-04-26,5263466,5587244,20708060,35426626,25025759,5580727,5248315,629492122,599156908,718560092,618944827,8603841548
"1944",2005-04-27,5294759,5263466,5587244,20708060,35426626,25025759,5580727,629492122,599156908,718560092,618944827,8603841548
"1945",2005-04-28,5130446,5294759,5263466,5587244,20708060,35426626,25025759,629492122,599156908,718560092,618944827,8603841548
"1946",2005-04-29,26700228,5130446,5294759,5263466,5587244,20708060,35426626,629492122,599156908,718560092,618944827,8603841548
"1947",2005-04-30,37078698,26700228,5130446,5294759,5263466,5587244,20708060,629492122,599156908,718560092,618944827,8603841548
"1948",2005-05-01,19296928,37078698,26700228,5130446,5294759,5263466,5587244,502643551,629492122,599156908,854931857,8603841548
"1949",2005-05-02,5141830,19296928,37078698,26700228,5130446,5294759,5263466,502643551,629492122,599156908,854931857,8603841548
"1950",2005-05-03,4890900,5141830,19296928,37078698,26700228,5130446,5294759,502643551,629492122,599156908,854931857,8603841548
"1951",2005-05-04,4585082,4890900,5141830,19296928,37078698,26700228,5130446,502643551,629492122,599156908,854931857,8603841548
"1952",2005-05-05,4427071,4585082,4890900,5141830,19296928,37078698,26700228,502643551,629492122,599156908,854931857,8603841548
"1953",2005-05-06,24482111,4427071,4585082,4890900,5141830,19296928,37078698,502643551,629492122,599156908,854931857,8603841548
"1954",2005-05-07,29430178,24482111,4427071,4585082,4890900,5141830,19296928,502643551,629492122,599156908,854931857,8603841548
"1955",2005-05-08,20070221,29430178,24482111,4427071,4585082,4890900,5141830,502643551,629492122,599156908,854931857,8603841548
"1956",2005-05-09,5427387,20070221,29430178,24482111,4427071,4585082,4890900,502643551,629492122,599156908,854931857,8603841548
"1957",2005-05-10,5076648,5427387,20070221,29430178,24482111,4427071,4585082,502643551,629492122,599156908,854931857,8603841548
"1958",2005-05-11,4812382,5076648,5427387,20070221,29430178,24482111,4427071,502643551,629492122,599156908,854931857,8603841548
"1959",2005-05-12,4761833,4812382,5076648,5427387,20070221,29430178,24482111,502643551,629492122,599156908,854931857,8603841548
"1960",2005-05-13,28173006,4761833,4812382,5076648,5427387,20070221,29430178,502643551,629492122,599156908,854931857,8603841548
"1961",2005-05-14,37581729,28173006,4761833,4812382,5076648,5427387,20070221,502643551,629492122,599156908,854931857,8603841548
"1962",2005-05-15,23705701,37581729,28173006,4761833,4812382,5076648,5427387,502643551,629492122,599156908,854931857,8603841548
"1963",2005-05-16,6519488,23705701,37581729,28173006,4761833,4812382,5076648,502643551,629492122,599156908,854931857,8603841548
"1964",2005-05-17,6098257,6519488,23705701,37581729,28173006,4761833,4812382,502643551,629492122,599156908,854931857,8603841548
"1965",2005-05-18,5108231,6098257,6519488,23705701,37581729,28173006,4761833,502643551,629492122,599156908,854931857,8603841548
"1966",2005-05-19,54223066,5108231,6098257,6519488,23705701,37581729,28173006,502643551,629492122,599156908,854931857,8603841548
"1967",2005-05-20,46926486,54223066,5108231,6098257,6519488,23705701,37581729,502643551,629492122,599156908,854931857,8603841548
"1968",2005-05-21,59470586,46926486,54223066,5108231,6098257,6519488,23705701,502643551,629492122,599156908,854931857,8603841548
"1969",2005-05-22,47016200,59470586,46926486,54223066,5108231,6098257,6519488,502643551,629492122,599156908,854931857,8603841548
"1970",2005-05-23,19290026,47016200,59470586,46926486,54223066,5108231,6098257,502643551,629492122,599156908,854931857,8603841548
"1971",2005-05-24,13815319,19290026,47016200,59470586,46926486,54223066,5108231,502643551,629492122,599156908,854931857,8603841548
"1972",2005-05-25,12472997,13815319,19290026,47016200,59470586,46926486,54223066,502643551,629492122,599156908,854931857,8603841548
"1973",2005-05-26,13569739,12472997,13815319,19290026,47016200,59470586,46926486,502643551,629492122,599156908,854931857,8603841548
"1974",2005-05-27,52704409,13569739,12472997,13815319,19290026,47016200,59470586,502643551,629492122,599156908,854931857,8603841548
"1975",2005-05-28,65383821,52704409,13569739,12472997,13815319,19290026,47016200,502643551,629492122,599156908,854931857,8603841548
"1976",2005-05-29,57120392,65383821,52704409,13569739,12472997,13815319,19290026,502643551,629492122,599156908,854931857,8603841548
"1977",2005-05-30,46288573,57120392,65383821,52704409,13569739,12472997,13815319,502643551,629492122,599156908,854931857,8603841548
"1978",2005-05-31,14490630,46288573,57120392,65383821,52704409,13569739,12472997,502643551,629492122,599156908,854931857,8603841548
"1979",2005-06-01,15672094,14490630,46288573,57120392,65383821,52704409,13569739,742361227,502643551,629492122,846211713,8603841548
"1980",2005-06-02,14719086,15672094,14490630,46288573,57120392,65383821,52704409,742361227,502643551,629492122,846211713,8603841548
"1981",2005-06-03,39818202,14719086,15672094,14490630,46288573,57120392,65383821,742361227,502643551,629492122,846211713,8603841548
"1982",2005-06-04,50662538,39818202,14719086,15672094,14490630,46288573,57120392,742361227,502643551,629492122,846211713,8603841548
"1983",2005-06-05,34788909,50662538,39818202,14719086,15672094,14490630,46288573,742361227,502643551,629492122,846211713,8603841548
"1984",2005-06-06,11831285,34788909,50662538,39818202,14719086,15672094,14490630,742361227,502643551,629492122,846211713,8603841548
"1985",2005-06-07,12068302,11831285,34788909,50662538,39818202,14719086,15672094,742361227,502643551,629492122,846211713,8603841548
"1986",2005-06-08,11927954,12068302,11831285,34788909,50662538,39818202,14719086,742361227,502643551,629492122,846211713,8603841548
"1987",2005-06-09,11787348,11927954,12068302,11831285,34788909,50662538,39818202,742361227,502643551,629492122,846211713,8603841548
"1988",2005-06-10,43813975,11787348,11927954,12068302,11831285,34788909,50662538,742361227,502643551,629492122,846211713,8603841548
"1989",2005-06-11,54506562,43813975,11787348,11927954,12068302,11831285,34788909,742361227,502643551,629492122,846211713,8603841548
"1990",2005-06-12,38668152,54506562,43813975,11787348,11927954,12068302,11831285,742361227,502643551,629492122,846211713,8603841548
"1991",2005-06-13,15625788,38668152,54506562,43813975,11787348,11927954,12068302,742361227,502643551,629492122,846211713,8603841548
"1992",2005-06-14,14566771,15625788,38668152,54506562,43813975,11787348,11927954,742361227,502643551,629492122,846211713,8603841548
"1993",2005-06-15,27911631,14566771,15625788,38668152,54506562,43813975,11787348,742361227,502643551,629492122,846211713,8603841548
"1994",2005-06-16,21711593,27911631,14566771,15625788,38668152,54506562,43813975,742361227,502643551,629492122,846211713,8603841548
"1995",2005-06-17,40970243,21711593,27911631,14566771,15625788,38668152,54506562,742361227,502643551,629492122,846211713,8603841548
"1996",2005-06-18,50616357,40970243,21711593,27911631,14566771,15625788,38668152,742361227,502643551,629492122,846211713,8603841548
"1997",2005-06-19,39028087,50616357,40970243,21711593,27911631,14566771,15625788,742361227,502643551,629492122,846211713,8603841548
"1998",2005-06-20,17190357,39028087,50616357,40970243,21711593,27911631,14566771,742361227,502643551,629492122,846211713,8603841548
"1999",2005-06-21,15691606,17190357,39028087,50616357,40970243,21711593,27911631,742361227,502643551,629492122,846211713,8603841548
"2000",2005-06-22,18250585,15691606,17190357,39028087,50616357,40970243,21711593,742361227,502643551,629492122,846211713,8603841548
"2001",2005-06-23,15762982,18250585,15691606,17190357,39028087,50616357,40970243,742361227,502643551,629492122,846211713,8603841548
"2002",2005-06-24,40061274,15762982,18250585,15691606,17190357,39028087,50616357,742361227,502643551,629492122,846211713,8603841548
"2003",2005-06-25,46859058,40061274,15762982,18250585,15691606,17190357,39028087,742361227,502643551,629492122,846211713,8603841548
"2004",2005-06-26,35621061,46859058,40061274,15762982,18250585,15691606,17190357,742361227,502643551,629492122,846211713,8603841548
"2005",2005-06-27,17508355,35621061,46859058,40061274,15762982,18250585,15691606,742361227,502643551,629492122,846211713,8603841548
"2006",2005-06-28,17224703,17508355,35621061,46859058,40061274,15762982,18250585,742361227,502643551,629492122,846211713,8603841548
"2007",2005-06-29,34535092,17224703,17508355,35621061,46859058,40061274,15762982,742361227,502643551,629492122,846211713,8603841548
"2008",2005-06-30,27722047,34535092,17224703,17508355,35621061,46859058,40061274,742361227,502643551,629492122,846211713,8603841548
"2009",2005-07-01,44884454,27722047,34535092,17224703,17508355,35621061,46859058,837121997,742361227,502643551,1075840907,8603841548
"2010",2005-07-02,49866098,44884454,27722047,34535092,17224703,17508355,35621061,837121997,742361227,502643551,1075840907,8603841548
